id,url,subject,description,Category,,,,,,
openstack%2Ffuel-library~stable%2Fnewton~I876ab09d687916195dcb82633f0242fc823c0357,https://review.opendev.org/416206,Refactor rabbitmq ordering,Refactor rabbitmq ordering  - Refactor Service_status['rabbitmq'] in pacemaker and non pacemaker   mode. As a part cmd_check was changed to 'rabbitmqctl   node_health_check && rabbitmqctl cluster_status' as cluster_status may   fail due to issues on other nodes. Also it doesn't have timeout thus   operation may hang up. Instead node_health_check will check the node   and check cluster on success. - Staging::File as MODULES-1650 has been merged - Specify ordering between rabbitmq_user_permissions and rabbitmq_user - Write test that verifies that service is before the actual user  Change-Id: I876ab09d687916195dcb82633f0242fc823c0357 Closes-Bug: #1652268 Signed-off-by: Sergii Golovatiuk <sgolovatiuk@mirantis.com>,objective,,,,,,
openstack%2Ffuel-library~stable%2Fnewton~I876ab09d687916195dcb82633f0242fc823c0357,https://review.opendev.org/416206,Refactor rabbitmq ordering,Refactor rabbitmq ordering  - Refactor Service_status['rabbitmq'] in pacemaker and non pacemaker   mode. As a part cmd_check was changed to 'rabbitmqctl   node_health_check && rabbitmqctl cluster_status' as cluster_status may   fail due to issues on other nodes. Also it doesn't have timeout thus   operation may hang up. Instead node_health_check will check the node   and check cluster on success. - Staging::File as MODULES-1650 has been merged - Specify ordering between rabbitmq_user_permissions and rabbitmq_user - Write test that verifies that service is before the actual user  Change-Id: I876ab09d687916195dcb82633f0242fc823c0357 Closes-Bug: #1652268 Signed-off-by: Sergii Golovatiuk <sgolovatiuk@mirantis.com>,integration,,,,,,
openstack%2Ffuel-library~master~I876ab09d687916195dcb82633f0242fc823c0357,https://review.opendev.org/414627,Refactor rabbitmq ordering,Refactor rabbitmq ordifing  - Refactor Service_status['rabbitmq'] in pacemaker and non pacemaker   mode. As a part cmd_check was changed to 'rabbitmqctl   node_health_check && rabbitmqctl cluster_status' as cluster_status may   fail due to issues on other nodes. Also it doesn't have timeout thus   operation may hang up. Instead node_health_check will check the node   and check cluster on success. - Staging::File as MODULES-1650 has been merged - Specify ordering between rabbitmq_user_permissions and rabbitmq_user - Write test that verifies that service is before the actual user  Change-Id: I876ab09d687916195dcb82633f0242fc823c0357 Closes-Bug: #1652268,testing,,,,,,
openstack%2Ffuel-library~master~I876ab09d687916195dcb82633f0242fc823c0357,https://review.opendev.org/414627,Refactor rabbitmq ordering,Refactor rabbitmq ordifing  - Refactor Service_status['rabbitmq'] in pacemaker and non pacemaker   mode. As a part cmd_check was changed to 'rabbitmqctl   node_health_check && rabbitmqctl cluster_status' as cluster_status may   fail due to issues on other nodes. Also it doesn't have timeout thus   operation may hang up. Instead node_health_check will check the node   and check cluster on success. - Staging::File as MODULES-1650 has been merged - Specify ordering between rabbitmq_user_permissions and rabbitmq_user - Write test that verifies that service is before the actual user  Change-Id: I876ab09d687916195dcb82633f0242fc823c0357 Closes-Bug: #1652268,objective,,,,,,
openstack%2Ffuel-library~master~I876ab09d687916195dcb82633f0242fc823c0357,https://review.opendev.org/414627,Refactor rabbitmq ordering,Refactor rabbitmq ordifing  - Refactor Service_status['rabbitmq'] in pacemaker and non pacemaker   mode. As a part cmd_check was changed to 'rabbitmqctl   node_health_check && rabbitmqctl cluster_status' as cluster_status may   fail due to issues on other nodes. Also it doesn't have timeout thus   operation may hang up. Instead node_health_check will check the node   and check cluster on success. - Staging::File as MODULES-1650 has been merged - Specify ordering between rabbitmq_user_permissions and rabbitmq_user - Write test that verifies that service is before the actual user  Change-Id: I876ab09d687916195dcb82633f0242fc823c0357 Closes-Bug: #1652268,integration,,,,,,
openstack%2Fdragonflow~master~Ie8ff371bf00256ec4b279525daae3965ab82609a,https://review.opendev.org/393750,Refactor test case for ml2 mech driver(qos),Refactor test case for ml2 mech driver(qos)  This patch makes the test case atomic.  Change-Id: Ie8ff371bf00256ec4b279525daae3965ab82609a Partial-Bug: #1633078,testing,,,,,,
openstack%2Fdragonflow~master~Ie8ff371bf00256ec4b279525daae3965ab82609a,https://review.opendev.org/393750,Refactor test case for ml2 mech driver(qos),Refactor test case for ml2 mech driver(qos)  This patch makes the test case atomic.  Change-Id: Ie8ff371bf00256ec4b279525daae3965ab82609a Partial-Bug: #1633078,objective,,,,,,
openstack%2Fos-vif~master~I3fdbea4f48cb79ebfd03a4da21e2232ccafb7a76,https://review.opendev.org/746673,Refactor code of linux_net to more cleaner and increase performace,"Update linux_net - Refactor code of linux_net to more cleaner and increase performace  This patch introduce new function '_get_phys_port_name' for reading physical port name of the SR-IOV port, and refactors 'get_representor_port' to use the new function and decrease calls for ""_get_pf_func"".  In addition to updating the unit test for linux_net and remove not needed mocks  Change-Id: I3fdbea4f48cb79ebfd03a4da21e2232ccafb7a76",testing,,,,,,
openstack%2Fos-vif~master~I3fdbea4f48cb79ebfd03a4da21e2232ccafb7a76,https://review.opendev.org/746673,Refactor code of linux_net to more cleaner and increase performace,"Update linux_net - Refactor code of linux_net to more cleaner and increase performace  This patch introduce new function '_get_phys_port_name' for reading physical port name of the SR-IOV port, and refactors 'get_representor_port' to use the new function and decrease calls for ""_get_pf_func"".  In addition to updating the unit test for linux_net and remove not needed mocks  Change-Id: I3fdbea4f48cb79ebfd03a4da21e2232ccafb7a76",quality,,,,,,
openstack%2Fos-vif~master~I3fdbea4f48cb79ebfd03a4da21e2232ccafb7a76,https://review.opendev.org/746673,Refactor code of linux_net to more cleaner and increase performace,"Update linux_net - Refactor code of linux_net to more cleaner and increase performace  This patch introduce new function '_get_phys_port_name' for reading physical port name of the SR-IOV port, and refactors 'get_representor_port' to use the new function and decrease calls for ""_get_pf_func"".  In addition to updating the unit test for linux_net and remove not needed mocks  Change-Id: I3fdbea4f48cb79ebfd03a4da21e2232ccafb7a76",objective,,,,,,
x%2Fcollectd-openstack-plugins~master~I5bd0a8cfe8eb55407f3d6827c0bb4b509dae8c8c,https://review.opendev.org/389286,Refactor directory structure for multiple plugins,"Refactor directory structure for multiple plugins  - Add collectd_ceilometer.ceilometer dir - Add collectd_ceilometer.common dir - Move test files to collectd_ceilometer/tests/{ceilometer,common} - Add base code to collectd_ceilometer/tests  Change-Id: I5bd0a8cfe8eb55407f3d6827c0bb4b509dae8c8c",testing,,,,,,
x%2Fcollectd-openstack-plugins~master~I5bd0a8cfe8eb55407f3d6827c0bb4b509dae8c8c,https://review.opendev.org/389286,Refactor directory structure for multiple plugins,"Refactor directory structure for multiple plugins  - Add collectd_ceilometer.ceilometer dir - Add collectd_ceilometer.common dir - Move test files to collectd_ceilometer/tests/{ceilometer,common} - Add base code to collectd_ceilometer/tests  Change-Id: I5bd0a8cfe8eb55407f3d6827c0bb4b509dae8c8c",objective,,,,,,
x%2Fcollectd-openstack-plugins~master~I5bd0a8cfe8eb55407f3d6827c0bb4b509dae8c8c,https://review.opendev.org/389286,Refactor directory structure for multiple plugins,"Refactor directory structure for multiple plugins  - Add collectd_ceilometer.ceilometer dir - Add collectd_ceilometer.common dir - Move test files to collectd_ceilometer/tests/{ceilometer,common} - Add base code to collectd_ceilometer/tests  Change-Id: I5bd0a8cfe8eb55407f3d6827c0bb4b509dae8c8c",quality,,,,,,
x%2Ffuel-ccp-tests~master~I27eb98e46978205f4a4e9769e368d4720e2f8b55,https://review.opendev.org/408147,Refactor fixtures that check required files and settings,"Refactor fixtures that check required files and settings  Refactor those fixtures in a more general way, so they can be used in any test, not only netchecker one. Just set class variables required_files and required_settings to use them In that way all required files and settings will be in the test class, and not in the fixture itself.  Change-Id: I27eb98e46978205f4a4e9769e368d4720e2f8b55",testing,,,,,,
x%2Ffuel-ccp-tests~master~I27eb98e46978205f4a4e9769e368d4720e2f8b55,https://review.opendev.org/408147,Refactor fixtures that check required files and settings,"Refactor fixtures that check required files and settings  Refactor those fixtures in a more general way, so they can be used in any test, not only netchecker one. Just set class variables required_files and required_settings to use them In that way all required files and settings will be in the test class, and not in the fixture itself.  Change-Id: I27eb98e46978205f4a4e9769e368d4720e2f8b55",objective,,,,,,
x%2Ffuel-ccp-tests~master~I27eb98e46978205f4a4e9769e368d4720e2f8b55,https://review.opendev.org/408147,Refactor fixtures that check required files and settings,"Refactor fixtures that check required files and settings  Refactor those fixtures in a more general way, so they can be used in any test, not only netchecker one. Just set class variables required_files and required_settings to use them In that way all required files and settings will be in the test class, and not in the fixture itself.  Change-Id: I27eb98e46978205f4a4e9769e368d4720e2f8b55",quality,,,,,,
x%2Fcollectd-openstack-plugins~master~I4db8a94243ecbe98cd6bc13e4b66293172346dcd,https://review.opendev.org/357433,Refactor and test main entry point.,WIP: Refactor and test main entry point.  Change-Id: I4db8a94243ecbe98cd6bc13e4b66293172346dcd,testing,,,,,,
x%2Franger-tempest-plugin~master~Icd8a6417d9c0cd328bda9c6412e43851574f268c,https://review.opendev.org/755596,Refactor image test cases for shared images,Refactor image test cases for shared images  Change-Id: Icd8a6417d9c0cd328bda9c6412e43851574f268c,testing,,,,,,
openstack%2Fdragonflow~master~Id218d611c02691bfbbd57676ac9c2e46beea7060,https://review.opendev.org/401191,refactor redis unit test code,refactor redis unit test code  Change-Id: Id218d611c02691bfbbd57676ac9c2e46beea7060 Closes-bug: #1643443,testing,,,,,,
openstack%2Fkeystone~master~I982fcead0f6cb89a13057ee5275087d2e32612cc,https://review.opendev.org/399937,refactor notification test to work with either format,"refactor notification test to work with either format  The _test_notification_operation function only works with the `basic` notification format.  For the `cadf` format to work, it is necessary to mock the _create_cadf_payload call.  Change-Id: I982fcead0f6cb89a13057ee5275087d2e32612cc Related-Bug: #1641660",testing,,,,,,
openstack%2Fkeystone~master~I982fcead0f6cb89a13057ee5275087d2e32612cc,https://review.opendev.org/399937,refactor notification test to work with either format,"refactor notification test to work with either format  The _test_notification_operation function only works with the `basic` notification format.  For the `cadf` format to work, it is necessary to mock the _create_cadf_payload call.  Change-Id: I982fcead0f6cb89a13057ee5275087d2e32612cc Related-Bug: #1641660",objective,,,,,,
airship%2Fairshipctl~master~Ia811887b684b2129ca30dd90b5afc72e726271ff,https://review.opendev.org/746844,Refactor cluster status command,"Refactor cluster status command  This patch moves all cluster status functionality from cmd level to pkg level as well as unit tests, making code cleaner and improving actual test coverage.  Change-Id: Ia811887b684b2129ca30dd90b5afc72e726271ff Signed-off-by: Ruslan Aliev <raliev@mirantis.com>",testing,,,,,,
airship%2Fairshipctl~master~Ia811887b684b2129ca30dd90b5afc72e726271ff,https://review.opendev.org/746844,Refactor cluster status command,"Refactor cluster status command  This patch moves all cluster status functionality from cmd level to pkg level as well as unit tests, making code cleaner and improving actual test coverage.  Change-Id: Ia811887b684b2129ca30dd90b5afc72e726271ff Signed-off-by: Ruslan Aliev <raliev@mirantis.com>",objective,,,,,,
airship%2Fairshipctl~master~Ia811887b684b2129ca30dd90b5afc72e726271ff,https://review.opendev.org/746844,Refactor cluster status command,"Refactor cluster status command  This patch moves all cluster status functionality from cmd level to pkg level as well as unit tests, making code cleaner and improving actual test coverage.  Change-Id: Ia811887b684b2129ca30dd90b5afc72e726271ff Signed-off-by: Ruslan Aliev <raliev@mirantis.com>",quality,,,,,,
openstack%2Fpython-keystoneclient~master~Idb894da724e252b01405fc937c021fd8981ee090,https://review.opendev.org/398407,Refactor test_domain_configs,"Refactor test_domain_configs  Do not reuse the environment domain, create a new one to be fully controlled by the test cases.  Change-Id: Idb894da724e252b01405fc937c021fd8981ee090",testing,,,,,,
openstack%2Fpython-keystoneclient~master~Idb894da724e252b01405fc937c021fd8981ee090,https://review.opendev.org/398407,Refactor test_domain_configs,"Refactor test_domain_configs  Do not reuse the environment domain, create a new one to be fully controlled by the test cases.  Change-Id: Idb894da724e252b01405fc937c021fd8981ee090",objective,,,,,,
openstack%2Fpython-keystoneclient~master~Idb894da724e252b01405fc937c021fd8981ee090,https://review.opendev.org/398407,Refactor test_domain_configs,"Refactor test_domain_configs  Do not reuse the environment domain, create a new one to be fully controlled by the test cases.  Change-Id: Idb894da724e252b01405fc937c021fd8981ee090",quality,,,,,,
openstack%2Fdragonflow~master~I6ff8e2a6b5048195166b55a731f324fce3e8c7e7,https://review.opendev.org/393674,Refactor test case for ml2 mech driver(remote port),Refactor test case for ml2 mech driver(remote port)  This patch makes the test case atomic.  Change-Id: I6ff8e2a6b5048195166b55a731f324fce3e8c7e7 Partial-Bug: #1633078,testing,,,,,,
openstack%2Fdragonflow~master~I6ff8e2a6b5048195166b55a731f324fce3e8c7e7,https://review.opendev.org/393674,Refactor test case for ml2 mech driver(remote port),Refactor test case for ml2 mech driver(remote port)  This patch makes the test case atomic.  Change-Id: I6ff8e2a6b5048195166b55a731f324fce3e8c7e7 Partial-Bug: #1633078,objective,,,,,,
x%2Fpython-cratonclient~master~Ibd6a36714135d14355c3b4f48fced83b852581a9,https://review.opendev.org/392298,Refactor shell unittests and add hosts shell tests,Refactor shell unittests and add hosts shell tests  This refactors our shell unittest helpers into three base classes for further unit test classes to subclass and extend. This also corrects some problems with the hosts shell parameters that either didn't previous work or were wrong and no longer belong.  Change-Id: Ibd6a36714135d14355c3b4f48fced83b852581a9,testing,,,,,,
x%2Fpython-cratonclient~master~Ibd6a36714135d14355c3b4f48fced83b852581a9,https://review.opendev.org/392298,Refactor shell unittests and add hosts shell tests,Refactor shell unittests and add hosts shell tests  This refactors our shell unittest helpers into three base classes for further unit test classes to subclass and extend. This also corrects some problems with the hosts shell parameters that either didn't previous work or were wrong and no longer belong.  Change-Id: Ibd6a36714135d14355c3b4f48fced83b852581a9,quality,,,,,,
x%2Fpython-cratonclient~master~Ibd6a36714135d14355c3b4f48fced83b852581a9,https://review.opendev.org/392298,Refactor shell unittests and add hosts shell tests,Refactor shell unittests and add hosts shell tests  This refactors our shell unittest helpers into three base classes for further unit test classes to subclass and extend. This also corrects some problems with the hosts shell parameters that either didn't previous work or were wrong and no longer belong.  Change-Id: Ibd6a36714135d14355c3b4f48fced83b852581a9,objective,,,,,,
openstack%2Fdragonflow~master~I9b4cc2ef34dc9b196f50a0cf3846566a0aa034b0,https://review.opendev.org/392133,Refactor test case for ml2 mech driver(port security),Refactor test case for ml2 mech driver(port security)  This patch makes the test case atomic and introduces ml2 test cases.  Change-Id: I9b4cc2ef34dc9b196f50a0cf3846566a0aa034b0 Partial-Bug: #1633078,testing,,,,,,
openstack%2Fdragonflow~master~I9b4cc2ef34dc9b196f50a0cf3846566a0aa034b0,https://review.opendev.org/392133,Refactor test case for ml2 mech driver(port security),Refactor test case for ml2 mech driver(port security)  This patch makes the test case atomic and introduces ml2 test cases.  Change-Id: I9b4cc2ef34dc9b196f50a0cf3846566a0aa034b0 Partial-Bug: #1633078,objective,,,,,,
openstack%2Fdragonflow~master~I82e138a493407e8059c800eabc6488b4f603c1dd,https://review.opendev.org/386325,Refactor test case for ml2 mech driver(allow address pair),Refactor test case for ml2 mech driver(allow address pair)  This patch makes the test case atomic and introduces ml2 test cases.  Change-Id: I82e138a493407e8059c800eabc6488b4f603c1dd Partial-Bug: #1633078,testing,,,,,,
openstack%2Fdragonflow~master~I82e138a493407e8059c800eabc6488b4f603c1dd,https://review.opendev.org/386325,Refactor test case for ml2 mech driver(allow address pair),Refactor test case for ml2 mech driver(allow address pair)  This patch makes the test case atomic and introduces ml2 test cases.  Change-Id: I82e138a493407e8059c800eabc6488b4f603c1dd Partial-Bug: #1633078,objective,,,,,,
openstack%2Fcinder~master~Ieb6137cb1cb3ec1c6e4e9d51fa0f74f17e363be9,https://review.opendev.org/355323,[Trivial] Refactor the using of dict.get() in the test assertion,"Refactor the using of dict.get() in the test assertion  In this patch, we will refactor the test assertions in which there are dict.get(key), with a explicit way(i.e. dict[key]), or assert the existence of key directly with assertNotIn().  Change-Id: Ieb6137cb1cb3ec1c6e4e9d51fa0f74f17e363be9 Partial-Bug: #1613154",testing,,,,,,
openstack%2Fcinder~master~Ieb6137cb1cb3ec1c6e4e9d51fa0f74f17e363be9,https://review.opendev.org/355323,[Trivial] Refactor the using of dict.get() in the test assertion,"Refactor the using of dict.get() in the test assertion  In this patch, we will refactor the test assertions in which there are dict.get(key), with a explicit way(i.e. dict[key]), or assert the existence of key directly with assertNotIn().  Change-Id: Ieb6137cb1cb3ec1c6e4e9d51fa0f74f17e363be9 Partial-Bug: #1613154",objective,,,,,,
openstack%2Fcinder~master~Ieb6137cb1cb3ec1c6e4e9d51fa0f74f17e363be9,https://review.opendev.org/355323,[Trivial] Refactor the using of dict.get() in the test assertion,"Refactor the using of dict.get() in the test assertion  In this patch, we will refactor the test assertions in which there are dict.get(key), with a explicit way(i.e. dict[key]), or assert the existence of key directly with assertNotIn().  Change-Id: Ieb6137cb1cb3ec1c6e4e9d51fa0f74f17e363be9 Partial-Bug: #1613154",quality,,,,,,
openstack%2Fnova~master~Ic39d60327a1296e8c8532a4b3330a410a8527e25,https://review.opendev.org/268800,Refactor and objectify flavor fakes used in api tests,Refactor and objectify flavor fakes used in api tests  This change reworks a lot of the flavor related fakes used in api tests and move them into the common fakes module for reuse between different test modules.  Change-Id: Ic39d60327a1296e8c8532a4b3330a410a8527e25,testing,,,,,,
openstack%2Fnova~master~Ic39d60327a1296e8c8532a4b3330a410a8527e25,https://review.opendev.org/268800,Refactor and objectify flavor fakes used in api tests,Refactor and objectify flavor fakes used in api tests  This change reworks a lot of the flavor related fakes used in api tests and move them into the common fakes module for reuse between different test modules.  Change-Id: Ic39d60327a1296e8c8532a4b3330a410a8527e25,objective,,,,,,
openstack%2Fnova~master~Ic39d60327a1296e8c8532a4b3330a410a8527e25,https://review.opendev.org/268800,Refactor and objectify flavor fakes used in api tests,Refactor and objectify flavor fakes used in api tests  This change reworks a lot of the flavor related fakes used in api tests and move them into the common fakes module for reuse between different test modules.  Change-Id: Ic39d60327a1296e8c8532a4b3330a410a8527e25,quality,,,,,,
openstack%2Fpuppet-nova~master~I199b2c1e368c75e13af419ff0d268ef1edb7ac53,https://review.opendev.org/752369,Refactor unit tests for the nova::compute class,Refactor unit tests for the nova::compute class  ... and add some missing test cases.  Change-Id: I199b2c1e368c75e13af419ff0d268ef1edb7ac53,testing,,,,,,
openstack%2Fpython-openstackclient~master~Ia76bf41a911457282b293dfaf0af311b1a9194ce,https://review.opendev.org/381909,Refactor qos spec unit test in volume v1,Refactor qos spec unit test in volume v1  Refactor qos spec unit test with FakeQos class in volume v1.  Change-Id: Ia76bf41a911457282b293dfaf0af311b1a9194ce,testing,,,,,,
x%2Fgit-upstream~master~I46a27281f3f0c01848a388ad05302599f4eff1c9,https://review.opendev.org/377913,Refactor test to allow additional,Refactor test to allow additional  Adjust unit test checking to make way for additional tests to be added to the same class while ensuring can verify the resulting tree while different commit messages may be recorded.  Ensure separate parser is created for each test to prevent ensure the 'search_refs' option is isolated per test scenario as otherwise each scenario will append entries as it is set on the class.  These lay the ground work to adding tests to check that git-upstream can work with SHA1 and tags as inputs in addition to branches.  Change-Id: I46a27281f3f0c01848a388ad05302599f4eff1c9 Related-Bug: #1547180,testing,,,,,,
x%2Fgit-upstream~master~I46a27281f3f0c01848a388ad05302599f4eff1c9,https://review.opendev.org/377913,Refactor test to allow additional,Refactor test to allow additional  Adjust unit test checking to make way for additional tests to be added to the same class while ensuring can verify the resulting tree while different commit messages may be recorded.  Ensure separate parser is created for each test to prevent ensure the 'search_refs' option is isolated per test scenario as otherwise each scenario will append entries as it is set on the class.  These lay the ground work to adding tests to check that git-upstream can work with SHA1 and tags as inputs in addition to branches.  Change-Id: I46a27281f3f0c01848a388ad05302599f4eff1c9 Related-Bug: #1547180,objective,,,,,,
openstack%2Ftacker~master~Iee231428b7f30c4710b264e73ba71b5d5a4f84bb,https://review.opendev.org/363351,Device refactor part4: rename vm plugin and db into vnfm plugin and db,Device refactor part4: move plugin and db to right directory  Next part is planned to move test cases.  Change-Id: Iee231428b7f30c4710b264e73ba71b5d5a4f84bb Partial-bug: #1589018,testing,,,,,,
openstack%2Ftacker~master~Iee231428b7f30c4710b264e73ba71b5d5a4f84bb,https://review.opendev.org/363351,Device refactor part4: rename vm plugin and db into vnfm plugin and db,Device refactor part4: move plugin and db to right directory  Next part is planned to move test cases.  Change-Id: Iee231428b7f30c4710b264e73ba71b5d5a4f84bb Partial-bug: #1589018,objective,,,,,,
openstack%2Fpython-openstackclient~master~Ic3c1a46d5bff9048d0095f5739ae9e5a34ca6b5b,https://review.opendev.org/373732,Refactor volume unit test with FakeVolume class in volume v1,"Refactor volume unit test with FakeVolume class in volume v1  FakeVolume class has been added in the fake.py in volume v1, this patch refactors the volume command unit tests with the FakeVolume class.  Change-Id: Ic3c1a46d5bff9048d0095f5739ae9e5a34ca6b5b",testing,,,,,,
openstack%2Fpython-openstackclient~master~Ic3c1a46d5bff9048d0095f5739ae9e5a34ca6b5b,https://review.opendev.org/373732,Refactor volume unit test with FakeVolume class in volume v1,"Refactor volume unit test with FakeVolume class in volume v1  FakeVolume class has been added in the fake.py in volume v1, this patch refactors the volume command unit tests with the FakeVolume class.  Change-Id: Ic3c1a46d5bff9048d0095f5739ae9e5a34ca6b5b",objective,,,,,,
openstack%2Fneutron~master~Id1ca4ce7b134d9729e68661cedb2f5556e58d6ff,https://review.opendev.org/366052,tests: refactor objects test cases to use db models instead of dicts,"tests: refactor objects test cases to use db models instead of dicts  This should reflect the code under test better, and is needed for one of patches in the review queue (I130609194f15b89df89e5606fb8193849edd14d8) to pass some of those test cases.  Change-Id: Id1ca4ce7b134d9729e68661cedb2f5556e58d6ff",integration,,,,,,
openstack%2Fneutron~master~Id1ca4ce7b134d9729e68661cedb2f5556e58d6ff,https://review.opendev.org/366052,tests: refactor objects test cases to use db models instead of dicts,"tests: refactor objects test cases to use db models instead of dicts  This should reflect the code under test better, and is needed for one of patches in the review queue (I130609194f15b89df89e5606fb8193849edd14d8) to pass some of those test cases.  Change-Id: Id1ca4ce7b134d9729e68661cedb2f5556e58d6ff",testing,,,,,,
openstack%2Fneutron~master~Id1ca4ce7b134d9729e68661cedb2f5556e58d6ff,https://review.opendev.org/366052,tests: refactor objects test cases to use db models instead of dicts,"tests: refactor objects test cases to use db models instead of dicts  This should reflect the code under test better, and is needed for one of patches in the review queue (I130609194f15b89df89e5606fb8193849edd14d8) to pass some of those test cases.  Change-Id: Id1ca4ce7b134d9729e68661cedb2f5556e58d6ff",objective,,,,,,
openstack%2Felection~master~Ibd7fad3eb4d39f1edca624b981fa602d2b4c4d40,https://review.opendev.org/366484,Refactor candidacy checking tools,"Refactor candidacy checkign tools  This is a large chnage as it does several things  1. Moves to using the gerrit REST API to collecting open reviews (as    opposed to ssh 2. Moves the selection of validating commits from scraping git logs to    the gerrit REST API 3. Uses the new utils.py function for getting the project data 4. Avoids any git checkouts/downloads during the validation process 5. tools/check-new-candidacy still checks all open changes 6. tools/check-ptl-candidacy.py checks a single change, now specified as    a change ID rather then a file path  Work to be done in follow-up commits  1. Add testing, now that this is more modular we can mock json blobs to    test code and avoid regressions 2. Add a manual toll to specify a project and community member and check    that, even if it doesn't match data in an open review 3. Add quality tools such as flake8 / yamllint to keep code/data neat 4. Modify the docs generation to understand that files are now IRC nicks    and to get thw chnage author as the candidate.  Change-Id: Ibd7fad3eb4d39f1edca624b981fa602d2b4c4d40",testing,,,,,,
openstack%2Felection~master~Ibd7fad3eb4d39f1edca624b981fa602d2b4c4d40,https://review.opendev.org/366484,Refactor candidacy checking tools,"Refactor candidacy checkign tools  This is a large chnage as it does several things  1. Moves to using the gerrit REST API to collecting open reviews (as    opposed to ssh 2. Moves the selection of validating commits from scraping git logs to    the gerrit REST API 3. Uses the new utils.py function for getting the project data 4. Avoids any git checkouts/downloads during the validation process 5. tools/check-new-candidacy still checks all open changes 6. tools/check-ptl-candidacy.py checks a single change, now specified as    a change ID rather then a file path  Work to be done in follow-up commits  1. Add testing, now that this is more modular we can mock json blobs to    test code and avoid regressions 2. Add a manual toll to specify a project and community member and check    that, even if it doesn't match data in an open review 3. Add quality tools such as flake8 / yamllint to keep code/data neat 4. Modify the docs generation to understand that files are now IRC nicks    and to get thw chnage author as the candidate.  Change-Id: Ibd7fad3eb4d39f1edca624b981fa602d2b4c4d40",integration,,,,,,
openstack%2Felection~master~Ibd7fad3eb4d39f1edca624b981fa602d2b4c4d40,https://review.opendev.org/366484,Refactor candidacy checking tools,"Refactor candidacy checkign tools  This is a large chnage as it does several things  1. Moves to using the gerrit REST API to collecting open reviews (as    opposed to ssh 2. Moves the selection of validating commits from scraping git logs to    the gerrit REST API 3. Uses the new utils.py function for getting the project data 4. Avoids any git checkouts/downloads during the validation process 5. tools/check-new-candidacy still checks all open changes 6. tools/check-ptl-candidacy.py checks a single change, now specified as    a change ID rather then a file path  Work to be done in follow-up commits  1. Add testing, now that this is more modular we can mock json blobs to    test code and avoid regressions 2. Add a manual toll to specify a project and community member and check    that, even if it doesn't match data in an open review 3. Add quality tools such as flake8 / yamllint to keep code/data neat 4. Modify the docs generation to understand that files are now IRC nicks    and to get thw chnage author as the candidate.  Change-Id: Ibd7fad3eb4d39f1edca624b981fa602d2b4c4d40",objective,,,,,,
openstack%2Ftacker~master~Ia23564990fe6070c5f9163618688bfcab4dc87de,https://review.opendev.org/366479,Refactor Tacker unit tests to remove xml support,"Refactor Tacker unit tests to remove xml support  In part of test refactoring, removing xml support form tacker/tests/unit and tacker/api  Change-Id: Ia23564990fe6070c5f9163618688bfcab4dc87de Partial-Bug: #1579167",testing,,,,,,
openstack%2Ftacker~master~Ia23564990fe6070c5f9163618688bfcab4dc87de,https://review.opendev.org/366479,Refactor Tacker unit tests to remove xml support,"Refactor Tacker unit tests to remove xml support  In part of test refactoring, removing xml support form tacker/tests/unit and tacker/api  Change-Id: Ia23564990fe6070c5f9163618688bfcab4dc87de Partial-Bug: #1579167",objective,,,,,,
opendev%2Fgit-review~master~I554b4aa4f07fe4230c11d3ae62a77acbd66e7d84,https://review.opendev.org/308476,Refactor Isolated Env to use in unit tests,Refactor Isolated Env to use in unit tests  Refactor the setup of the Environment and base test directories to allow the same settings to be applied to the unit tests.  Change-Id: I554b4aa4f07fe4230c11d3ae62a77acbd66e7d84,testing,,,,,,
opendev%2Fgit-review~master~I554b4aa4f07fe4230c11d3ae62a77acbd66e7d84,https://review.opendev.org/308476,Refactor Isolated Env to use in unit tests,Refactor Isolated Env to use in unit tests  Refactor the setup of the Environment and base test directories to allow the same settings to be applied to the unit tests.  Change-Id: I554b4aa4f07fe4230c11d3ae62a77acbd66e7d84,objective,,,,,,
opendev%2Fgit-review~master~I554b4aa4f07fe4230c11d3ae62a77acbd66e7d84,https://review.opendev.org/308476,Refactor Isolated Env to use in unit tests,Refactor Isolated Env to use in unit tests  Refactor the setup of the Environment and base test directories to allow the same settings to be applied to the unit tests.  Change-Id: I554b4aa4f07fe4230c11d3ae62a77acbd66e7d84,quality,,,,,,
openstack%2Fnova~master~I83af64689c26fb8b825c0f1abf81821bbaacb2ac,https://review.opendev.org/342944,Refactor instance action notification sample test,Refactor instance action notification sample test  Every instance action notification sample test needs an instance to work with. Until now each test booted a new instance. This patch refactors the tests to use a common instance where it is possible.  This optimization speeds up the test execution significantly. Before the commit:   Sum of execute time for each test: 151.7733 sec.  After the commit:   Sum of execute time for each test: 74.7535 sec.  Please note that only 6 actions are tested right now but there will be ~40 when every notification is transformed so this will give use speed in the future as well.  Change-Id: I83af64689c26fb8b825c0f1abf81821bbaacb2ac,testing,,,,,,
